county	Rockland_NY	41.1489	-73.983
county	Ulster_NY	41.8586	-74.3118
county	Kings_NY	40.6782	-73.9442
county	Chautauqua_NY	42.2313	-79.5603
county	Ontario_NY	42.851	-77.2865
county	Monroe_NY	43.2841	-77.7452
county	Albany_NY	42.5757	-73.936
county	Schoharie_NY	42.655	-74.4995
county	Orange_NY	41.3912	-74.3118
county	Westchester_NY	41.1220	-73.7949
county	Oneida_NY	43.2372	-75.4345
county	Clinton_NY	44.7904	-73.6006
county	Onondaga_NY	43.0268	-76.1784
county	Madison_NY	42.9806	-75.8069
county	Suffolk_NY	40.9849	-72.6151
county	Hartford_CT	41.7924	-72.8043
county	Middlesex_CT	41.4699	-72.4732
county	Fairfield_CT	41.2560	-73.3709
county	Litchfield_CT	41.7866	-73.2765
county	New-London_CT	41.5185	-72.0468
county	Windham_CT	41.8276	-72.0468
county	New-Haven_CT	41.3267	-72.8043
county	Tolland_CT	41.8419	-72.3785
county	Worcester_CT	42.2626	-71.8023
county	Unknown_CT	41.599998	-72.699997
county	Unknown_Manitoba	56.415211	-98.739075
county	Unknown_Ivanovo	57.005067	40.976645
county	Boulder_CO	40.1512	-105.5005
county	Kern_CA	35.4937	-118.8597
county	Bristol_MA	41.7938	-71.1449
county	Worcester_MA	42.271389	-71.798889
county	Plymouth_MA	41.958446	-70.667262
county	Berkshire_MA	42.37063	-73.2063796
county	Unknown_MA	42.407211	-71.382439
county	Unknown_NM	34.307144	-106.018066
county	Unknown_NJ	39.833851	-74.871826
county	Cass_ND	47.0712	-97.1216
county	Williams_ND	48.4320	-103.2924
county	Unknown_ND	47.650589	-100.437012
